turns,white_rating,black_rating,opening_moves,victory_status_cod,winner_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,rated_cod
64,1537,1805,2,3,0,315,36,433,1
41,1600,1609,7,3,2,21,216,1038,0
40,1499,1800,2,3,0,304,41,443,1
33,1791,1500,4,1,2,311,245,943,0
61,1627,1661,3,3,2,104,90,1208,1
36,1640,1692,1,3,2,102,1,734,1
75,1253,1196,6,1,2,19,258,856,1
62,1892,1809,7,3,0,19,83,121,1
84,1810,1575,9,3,0,19,272,911,1
21,1987,1568,7,1,2,102,193,1023,0
55,1368,1754,8,3,0,19,250,1395,1
42,1308,1337,2,3,0,361,36,214,1
65,1500,1500,8,3,2,19,221,1092,0
57,1352,1541,3,3,2,374,239,962,1
35,1670,1542,3,3,2,236,174,67,1
50,1173,1410,3,2,0,108,90,1370,1
35,1580,1492,3,3,0,236,152,352,1
30,1512,1254,3,3,2,324,152,359,1
63,2040,1981,10,3,2,374,108,1334,1
58,1335,1233,6,1,0,108,319,704,1
37,1500,1416,10,1,2,37,227,1100,0
102,2013,2274,3,3,0,19,16,234,1
63,1976,1988,10,3,2,355,108,1334,1
21,1668,1360,5,1,2,128,78,807,1
80,1747,1588,4,2,0,19,245,930,1
95,1443,1219,2,1,2,374,77,682,1
2,1491,2318,2,2,0,3,1,735,1
49,1832,1696,4,3,2,37,78,998,1
100,1508,1567,3,1,0,19,152,352,1
113,1731,1675,3,3,2,54,92,1202,1
99,1119,1175,1,2,2,31,2,61,1
101,1394,1442,5,1,2,19,211,1036,1
42,1362,1449,3,1,0,41,171,661,1
76,1545,1684,6,2,0,31,201,499,1
38,1704,1689,4,1,0,363,248,1377,1
53,1497,1141,3,1,2,19,6,1473,1
76,1575,1516,10,3,0,19,355,627,1
53,2000,1707,5,3,2,361,248,1387,0
62,1757,1877,3,3,0,19,92,1202,1
44,1606,1571,4,2,0,19,241,967,1
30,2012,1934,6,3,0,19,159,383,1
133,1520,1637,7,0,1,361,196,1150,1
77,1954,1899,2,3,2,295,10,245,1
26,1652,1120,2,0,1,21,41,443,0
68,1257,991,3,1,0,315,239,962,0
44,1876,1919,10,1,0,19,127,1227,1
142,1099,1115,2,1,0,19,77,682,0
89,1538,1660,6,3,2,102,108,1253,1
88,1548,1540,5,3,0,234,201,462,1
17,1252,1387,1,3,2,298,36,960,1
26,1353,1542,6,3,0,102,72,1135,1
28,1967,1500,2,3,2,295,4,1472,1
22,1607,1519,7,3,0,19,154,325,1
42,1805,1758,2,3,0,19,61,191,1
54,1957,2174,7,3,0,14,270,921,1
83,1629,1476,4,3,0,19,241,974,1
93,1508,1403,2,2,2,314,36,433,0
59,1140,1117,3,2,2,19,152,352,1
57,1500,1501,1,3,2,19,0,434,0
130,1228,1732,3,1,0,19,171,661,1
138,1663,1909,5,0,1,19,248,1378,1
27,999,967,4,3,0,315,191,645,1
92,1375,1473,3,1,0,350,152,352,0
30,1759,1719,2,1,0,19,37,960,1
53,2170,1510,8,1,2,102,192,787,0
51,2025,2146,5,3,2,219,77,695,1
80,1200,1670,2,3,0,117,239,961,1
80,1178,1132,2,3,0,41,73,0,1
30,2130,2103,10,1,0,199,208,535,1
28,1549,1504,4,3,0,298,82,111,1
141,1976,1987,4,3,2,355,195,637,1
38,1730,1473,8,1,0,117,208,519,1
29,1257,1091,4,1,2,19,191,210,1
74,1563,1431,6,3,2,58,78,996,1
44,1577,1714,2,1,0,390,152,311,1
136,2054,1683,1,1,0,19,0,434,1
57,1982,2042,4,3,0,361,99,1324,1
115,1196,1112,4,1,2,370,192,784,1
14,1279,1720,1,3,0,380,1,734,1
100,1381,1460,3,1,0,187,92,1202,1
57,1500,1574,3,3,2,329,91,1351,0
67,1175,1121,5,1,2,19,193,1034,1
20,1240,1297,7,3,0,28,219,1074,1
99,1788,1868,4,1,2,19,0,436,1
31,1729,1012,10,3,2,37,5,591,1
53,1397,1183,2,3,2,374,36,682,1
131,2273,2138,1,1,2,19,0,1124,1
65,1829,1777,4,3,2,19,71,764,1
46,1400,1476,2,3,2,104,4,1456,0
111,1692,1747,5,1,2,19,1,742,0
88,1353,1288,4,3,0,377,239,963,1
61,1903,1302,3,3,2,311,241,992,1
9,1513,1501,4,3,0,374,245,943,0
31,1877,1940,9,3,0,102,153,345,1
69,1783,1450,4,1,2,377,117,1194,1
45,1594,1631,8,1,2,102,199,306,0
8,1631,1547,2,3,0,19,36,214,1
17,1733,1226,4,1,2,104,171,662,1
18,1515,1400,2,3,0,19,71,774,0
122,1666,1701,10,0,1,223,85,146,1
49,1963,1837,6,3,2,19,191,212,1
30,2081,2096,4,2,0,314,99,1324,1
118,1474,1839,5,3,0,19,201,462,1
39,1562,1582,6,3,2,19,74,0,1
52,1348,1725,6,3,0,19,121,1195,1
22,1155,1484,4,3,0,54,72,1141,1
48,1076,1373,5,1,0,316,153,343,0
17,1749,1700,2,3,2,329,72,1125,1
77,1920,1575,5,1,2,361,84,134,1
33,2029,2040,7,3,2,19,295,422,1
78,1257,991,5,1,0,117,240,1008,0
59,1500,1500,3,3,2,236,239,967,0
51,1666,1553,2,3,2,19,15,225,1
56,1242,1216,9,1,0,150,335,706,1
69,1631,1684,4,3,0,19,117,1194,1
66,1277,1550,2,3,0,311,71,1404,1
80,1271,1279,6,1,0,102,195,844,1
53,1466,1532,4,1,2,19,241,965,1
35,1480,1494,10,3,2,109,144,1296,1
106,1653,1568,3,1,0,19,90,1208,1
61,2022,1877,5,3,2,315,185,556,1
38,1735,1760,2,2,0,37,36,214,1
74,1650,1699,4,3,0,295,99,1324,1
48,1556,1539,3,3,0,236,239,977,1
38,1731,1875,3,1,0,361,152,359,1
52,1559,1623,6,3,0,19,101,1250,1
27,1591,1348,3,2,2,321,174,67,1
116,1643,1722,5,2,0,19,193,1034,1
32,1801,1976,5,3,0,19,66,202,1
6,1500,1628,1,1,0,236,0,434,0
64,1173,1718,4,1,0,350,152,310,1
86,1285,1309,4,2,0,19,191,645,1
33,1691,1630,8,3,2,41,196,1154,1
38,1730,1473,8,1,0,117,208,519,1
61,1461,1316,4,3,2,19,72,1141,1
55,1837,1823,7,1,2,19,101,1327,1
20,1787,1074,6,3,0,315,248,1379,1
92,1867,1883,8,3,0,117,196,1154,1
72,1629,1921,8,3,0,19,105,1196,1
125,1804,1895,4,3,0,19,152,1002,1
106,1730,1694,4,1,0,31,99,1324,1
49,1642,1541,8,3,2,20,217,1045,1
53,1839,1765,5,1,2,108,83,117,1
47,1904,1841,2,1,2,19,71,774,1
82,1698,1753,4,3,2,19,82,111,1
127,1381,1372,2,1,2,350,77,682,0
65,1950,1500,2,0,1,21,6,1003,0
97,1740,1920,10,1,2,19,335,723,1
71,1849,1752,2,1,2,248,19,247,1
36,1523,1571,3,3,0,19,81,125,1
34,1554,1494,2,3,0,361,152,311,1
36,1351,1374,7,3,2,19,197,297,1
57,1288,1257,4,1,2,19,171,662,1
41,1425,1371,2,3,2,19,71,774,1
51,1718,1345,4,1,2,19,71,430,1
45,1332,1708,3,3,2,102,90,1209,0
55,1874,2103,9,3,2,19,193,1030,0
89,1971,1965,4,1,2,19,77,1010,1
36,1954,1938,10,3,2,102,219,1079,1
15,1486,1450,4,3,2,108,78,998,1
36,1690,1690,3,3,2,104,239,977,1
62,1906,2058,7,1,0,37,204,466,1
86,1613,1891,3,1,0,19,90,1370,1
54,1135,1366,4,3,0,315,241,965,1
107,1712,1714,7,2,2,187,196,1150,0
80,1340,1567,2,1,0,102,4,1459,1
43,1566,1529,2,3,2,361,19,247,1
63,1621,1268,5,3,2,38,153,343,1
76,1529,1247,2,3,0,19,81,111,1
33,1790,2034,6,3,2,104,162,357,1
56,1627,1816,6,0,1,102,185,564,1
102,1518,1458,8,3,0,19,221,1092,1
82,1673,1603,2,2,0,19,73,0,1
40,1563,1469,3,3,0,236,152,359,1
78,1593,1654,6,2,0,19,201,405,1
57,2154,2084,2,3,2,19,4,1466,1
29,1457,1327,3,3,2,315,171,650,1
115,1932,1831,5,2,2,19,342,611,1
92,2232,2272,8,3,0,295,201,495,1
71,1613,1506,5,3,2,253,195,1150,1
28,1211,1280,3,1,0,102,0,180,0
45,1639,1807,2,1,2,21,19,247,1
115,1015,1818,4,1,2,311,93,1217,0
27,2084,1517,9,1,2,19,310,161,1
54,1709,1610,2,1,0,348,36,433,1
39,1589,1299,3,1,2,390,174,67,1
56,1552,1530,2,3,0,19,10,238,1
10,1675,1500,1,3,0,19,0,409,0
16,1455,1427,5,3,2,108,154,314,1
109,1227,1191,7,1,2,114,197,297,1
60,1614,1238,5,1,0,19,241,976,1
141,1976,1987,4,3,2,355,195,637,1
51,1714,1489,6,3,2,19,72,1137,1
102,1724,1847,3,2,0,19,152,359,1
55,1870,1531,3,3,2,261,71,137,1
131,1552,1491,3,0,1,19,171,654,1
66,1806,1289,5,3,0,350,195,1150,0
26,1268,1341,4,3,0,311,241,967,1
127,1451,1414,4,3,0,187,117,1194,1
23,1302,1248,4,3,0,110,245,943,0
51,1428,1544,3,2,2,19,90,1370,1
30,1320,1365,1,3,2,102,0,1427,0
13,1653,1038,4,3,2,311,195,637,0
47,1198,1571,1,1,2,47,36,960,1
51,1909,1887,10,3,2,19,86,152,1
118,1557,1849,7,1,0,108,270,921,1
39,1500,1041,4,1,2,19,36,288,1
32,1364,1609,3,1,0,236,239,962,1
106,1905,1898,5,3,0,311,99,1314,1
31,1424,1280,1,1,2,311,0,434,1
47,2287,2335,2,3,2,311,36,433,1
52,1984,1857,8,3,0,381,123,1290,1
104,1669,1810,4,3,0,248,99,1324,1
35,2155,1361,2,1,2,19,36,682,0
86,1746,1870,5,2,0,19,42,449,1
90,1501,1500,5,3,0,19,192,785,0
30,1359,1359,2,3,0,102,36,679,0
79,1464,1500,4,1,2,384,78,652,0
66,1591,1834,3,3,0,43,171,661,1
122,1442,1454,3,0,1,187,90,1370,1
74,1769,1659,2,1,0,311,10,245,1
37,1801,1886,1,3,2,19,0,434,1
29,1525,1466,6,3,2,19,192,797,1
44,1298,1695,2,1,0,273,41,443,1
70,1375,1500,6,3,0,19,213,1121,1
18,1862,1416,5,2,0,315,78,807,0
82,1609,1657,2,3,0,19,13,217,0
88,1519,1604,7,0,1,350,268,886,1
33,1457,1395,6,3,2,19,100,1315,1
56,1560,1601,5,3,0,19,192,785,1
43,1796,1832,8,1,2,19,102,1325,1
19,1283,1668,3,3,0,19,91,1351,1
37,1584,1545,7,1,2,102,198,301,1
68,1922,1688,8,3,2,187,221,1092,1
68,1871,1774,9,3,0,107,321,731,1
132,1847,1809,7,1,0,19,249,1381,1
117,1993,1887,8,2,2,108,319,727,1
55,1779,1496,4,3,0,19,72,1143,1
33,1201,1389,5,3,0,374,99,1314,1
41,1577,1618,2,1,2,19,10,238,1
42,1442,1365,1,3,2,356,2,61,0
19,1479,1387,3,3,0,19,152,359,1
29,1913,1874,8,3,2,19,79,819,1
49,1994,2057,5,1,2,28,117,1375,1
54,2189,2167,6,3,0,110,319,704,1
80,1656,1729,4,3,0,110,245,943,1
33,1988,2010,2,3,2,19,4,1465,1
33,1728,1632,7,3,2,311,173,173,1
118,1713,1637,3,3,0,327,239,977,1
7,1245,906,3,2,2,102,152,363,1
30,1227,1312,2,1,0,19,72,1125,1
50,2036,1706,6,3,0,19,8,586,1
2,1765,1234,1,3,2,380,1,734,1
28,1500,1700,1,1,0,236,0,409,0
53,1825,1074,2,1,2,19,152,311,1
61,1339,1490,4,1,2,19,191,645,1
36,1350,1480,6,3,0,19,212,1052,0
33,1428,1507,4,0,1,377,192,784,1
20,1500,1595,2,3,0,298,72,1125,0
85,1663,1705,2,3,2,37,1,738,1
20,1512,1404,8,1,0,19,196,1154,1
43,1704,1731,10,3,2,102,228,1104,1
33,1612,1626,9,3,2,374,154,323,1
30,1345,1400,6,1,0,41,173,172,1
52,1681,1520,3,3,2,311,171,655,1
24,1319,1932,3,1,0,19,239,962,0
60,1492,1658,4,1,0,19,99,1324,1
112,1678,1395,2,1,0,211,81,111,1
20,1845,1949,6,3,0,41,186,548,1
38,1293,1466,5,1,0,108,192,785,0
7,1230,1170,3,1,2,352,71,137,1
128,1702,1649,8,1,0,197,173,166,1
52,1453,1611,4,3,0,19,245,943,1
52,1363,1623,5,3,0,120,153,343,1
63,1667,1352,4,1,2,19,82,111,1
81,1386,1268,6,1,2,108,173,172,1
65,1722,1727,4,1,2,19,72,1141,1
120,1812,1834,2,2,0,19,61,191,0
73,1897,1027,8,3,2,37,87,138,1
55,1291,1326,2,3,2,19,4,1471,1
47,1334,1428,4,3,2,117,307,448,1
83,1720,1406,5,3,2,259,71,760,1
35,1500,1480,3,3,2,19,239,962,0
85,1840,1732,4,1,2,238,171,71,1
55,1167,1176,4,3,2,362,172,642,1
39,1401,1354,5,3,2,19,74,1,1
66,1536,1550,7,1,0,21,154,322,0
59,1762,1580,6,3,2,26,186,548,1
89,1268,1316,6,3,2,19,201,405,1
55,1299,1400,3,3,0,324,241,992,1
89,1547,1625,3,3,0,19,92,1202,1
58,1275,1286,2,3,0,19,72,1125,1
121,1121,930,2,1,2,108,78,809,1
42,1450,1452,3,3,0,388,90,1370,1
118,1453,1482,3,3,2,19,6,1468,1
57,1545,1393,4,3,2,88,108,1251,1
81,1747,1692,6,0,1,21,211,1072,0
52,2202,1915,9,3,2,355,103,1201,1
97,1951,1513,5,3,2,19,248,1387,0
131,1586,1607,8,1,2,19,154,312,1
35,2264,1778,9,1,2,19,111,1263,0
55,1594,1608,4,3,2,19,264,874,1
85,2213,1900,8,3,2,19,72,1144,1
51,1676,1325,2,3,2,312,81,111,1
59,1730,1718,6,1,2,19,121,1195,1
78,1327,1490,3,1,0,102,152,371,1
58,1289,1415,1,1,0,360,0,1433,1
133,1208,1871,4,3,0,19,264,874,1
101,1912,1713,3,3,2,19,152,352,1
147,1536,1500,5,1,2,19,71,752,1
43,1604,1554,7,3,2,19,196,1150,1
30,1365,1708,4,3,0,19,72,1141,1
14,1387,1621,10,3,0,102,196,1163,1
74,1064,1144,1,2,0,19,0,1433,1
42,1538,1683,9,3,0,104,305,425,1
34,1802,1913,4,1,0,19,117,1194,1
69,1527,1648,6,3,2,19,192,786,1
53,1808,1916,6,3,2,19,52,55,0
80,1693,2287,3,1,0,19,73,11,1
39,1585,1501,5,3,2,19,258,868,0
56,1669,1481,2,1,0,19,36,433,1
126,1669,1792,2,3,0,31,77,682,1
29,1596,1229,7,3,2,359,206,522,1
17,1176,1398,2,3,2,311,71,745,0
53,1789,1843,5,3,2,360,41,1425,1
20,1501,1759,3,3,0,19,152,352,0
22,1873,1630,7,3,2,107,270,921,1
63,1588,1632,4,1,2,361,264,874,1
111,1466,1503,3,3,2,102,20,258,1
94,1945,1901,5,3,0,19,342,611,1
77,1476,1452,2,1,2,311,13,217,1
63,1663,1565,3,3,2,19,90,1208,1
47,1703,1366,4,3,2,229,4,1475,1
18,1452,1549,2,1,0,311,4,1456,1
120,1857,1938,8,2,0,19,105,1196,1
37,2146,1911,4,3,2,298,241,980,1
61,1820,1621,7,3,2,19,253,1399,1
42,1572,1544,4,2,0,19,72,1141,1
114,1424,1431,7,3,0,187,206,522,1
7,1329,1215,3,3,2,315,171,661,1
145,1936,1938,10,1,2,104,72,1133,1
47,1245,1284,6,1,2,19,36,680,1
138,1650,1597,4,2,0,19,191,653,1
113,1822,1992,5,2,2,361,201,462,1
13,1291,1368,4,3,2,187,171,662,1
17,1390,1339,3,3,2,102,239,962,0
73,1951,1475,5,3,2,19,258,868,0
43,1521,1543,5,1,2,350,258,870,1
41,1202,1009,1,3,0,161,36,960,0
57,2016,1839,5,2,2,19,81,153,1
98,1557,1823,4,0,1,225,175,68,1
42,1694,1771,8,3,0,102,201,495,1
100,1289,1372,5,0,1,187,192,783,1
67,1351,1424,2,2,2,108,78,809,1
75,1300,1375,4,1,2,350,191,643,0
42,1058,1249,2,3,0,19,72,1125,1
86,1853,1778,2,1,0,19,36,433,1
60,1524,1565,8,3,2,108,201,297,0
80,1615,1636,1,3,0,199,0,1433,1
41,1481,1734,3,3,2,102,90,1208,1
39,1365,1796,5,3,2,19,83,117,0
32,1362,1094,4,3,2,21,99,1324,1
13,2192,1609,6,3,2,82,195,844,0
73,1400,1028,2,1,2,104,4,1465,0
50,1526,1542,2,1,0,311,90,1194,1
72,1841,1937,2,3,0,19,90,1194,1
39,1372,1343,2,1,2,19,4,1465,1
67,1683,1717,5,3,2,19,192,785,1
35,1662,1528,6,3,2,19,185,557,1
34,1645,1885,3,3,0,19,90,1208,0
62,1828,2097,5,3,0,19,97,1323,1
59,1171,1432,7,1,2,19,27,249,1
40,1502,1469,2,3,0,19,13,217,1
88,1764,1590,4,1,0,303,117,1194,1
34,1621,1804,7,3,0,108,80,811,0
15,1500,1500,6,1,2,19,216,1039,0
53,1659,1561,4,3,2,215,77,1010,1
39,1499,1315,1,3,2,298,2,61,1
63,1945,1784,2,2,2,19,81,111,1
52,1561,1496,9,3,0,236,153,345,1
58,1268,2051,1,3,0,102,0,1433,0
47,1517,1311,5,3,2,102,192,783,1
4,1533,1897,1,1,0,19,2,61,1
65,1099,1222,3,2,2,19,41,776,1
54,1430,1618,6,0,1,19,72,1137,0
18,1657,1613,10,3,2,186,208,535,1
20,1290,1541,5,3,2,19,152,389,0
7,2222,1382,4,3,2,19,72,1141,1
57,1514,1523,6,1,2,19,185,564,1
121,1933,1970,4,2,2,19,45,209,1
2,1324,1058,2,3,2,315,71,745,1
23,1152,1206,1,3,2,19,0,677,1
36,1565,1207,5,3,0,19,83,117,1
73,1667,1644,3,3,2,19,91,1285,1
59,2060,1792,7,3,2,311,83,121,1
57,1535,1318,2,3,2,315,36,433,1
96,1549,1425,5,3,0,37,197,1415,0
56,1569,1602,4,3,0,19,99,1324,1
107,1412,1211,5,1,2,356,153,343,0
34,1654,1516,5,3,0,199,319,705,1
50,1746,1739,5,2,0,102,78,807,1
49,1525,1633,6,3,0,28,96,1259,1
49,1654,1693,4,1,2,102,99,1324,1
122,1024,1152,1,1,0,211,0,677,1
43,1436,1668,4,3,2,19,152,1002,1
20,1018,1489,4,3,0,19,73,19,0
46,1645,1748,3,1,0,19,93,1219,1
40,1283,1393,6,3,0,19,97,1322,1
100,1357,1689,4,3,0,315,99,1324,1
70,2119,2076,4,3,0,102,95,1223,0
13,1286,1198,2,3,2,19,36,433,0
37,1152,1198,1,3,0,327,0,1451,1
71,1738,1337,9,3,2,248,219,1078,1
57,1480,1465,8,3,2,19,201,297,0
15,1485,1557,2,3,2,311,90,1194,1
37,2013,1773,5,3,2,2,121,1194,1
64,1500,1480,2,2,0,19,10,245,0
11,1147,1355,3,3,0,102,171,661,1
3,1708,1215,2,3,2,102,36,283,0
45,1210,1334,1,3,0,19,0,1433,1
125,2088,1974,2,1,2,19,19,247,1
30,1536,1350,5,1,0,19,0,1430,1
42,1500,1584,2,1,0,102,41,443,0
49,1950,1226,2,3,2,21,4,1456,0
146,1732,1733,5,3,0,19,71,752,0
49,2199,2035,7,1,2,17,313,957,1
53,1253,1267,5,1,2,108,78,807,0
26,1054,1373,1,3,0,108,0,434,1
44,1169,1571,1,3,0,2,0,1403,0
64,1773,1706,5,1,0,37,241,976,1
62,1328,1215,2,3,2,121,78,809,1
87,1580,1555,2,2,2,19,10,238,0
42,1562,2207,2,3,0,84,41,443,0
80,1088,1350,5,3,0,108,240,1008,1
48,1562,2207,1,3,0,84,307,27,0
15,1500,1536,9,3,2,19,239,92,0
37,1329,1443,6,1,2,19,211,1072,1
44,1196,1264,3,3,0,108,239,977,1
64,1303,1175,10,1,0,350,232,1059,1
76,1355,1428,2,1,0,19,72,1125,1
1,1431,1367,1,3,2,19,71,638,1
43,1824,1500,2,1,2,19,36,433,1
42,1333,1347,3,3,2,56,71,137,1
40,1895,1953,10,2,0,91,220,1077,1
72,1365,1442,2,1,0,203,1,739,1
40,1611,1591,9,1,0,19,201,494,1
84,1508,1523,3,3,0,19,239,977,1
97,2264,1455,9,2,2,102,331,713,0
33,1575,1405,4,1,2,390,175,68,1
22,1242,1402,3,2,0,37,91,1351,1
34,1244,1141,2,1,0,315,72,1125,1
14,1654,1397,4,3,2,323,191,643,1
20,1175,1455,1,1,0,372,0,1451,1
58,2120,2008,9,3,0,102,226,1097,1
42,1145,1760,7,3,0,315,199,304,1
107,1817,1798,7,2,2,19,197,297,1
13,1688,1421,3,3,2,311,96,1194,1
100,1554,1630,1,3,0,108,0,434,1
104,1654,1561,4,3,0,187,239,963,1
116,1554,1689,2,1,0,199,152,311,1
47,1800,1741,5,3,2,315,192,785,1
74,1900,2200,3,1,0,56,90,1287,1
101,1819,1842,5,3,2,21,153,343,1
70,1851,1887,5,3,0,19,153,343,1
83,1905,1690,5,1,2,19,239,979,1
46,1346,1354,2,1,0,327,36,679,0
94,1916,1924,5,1,0,19,108,1225,1
43,2166,1590,2,3,2,19,77,682,1
23,1419,1362,4,3,2,152,78,652,1
113,1079,1500,4,2,2,19,191,643,0
31,2167,1777,9,3,2,19,188,562,1
81,1726,1388,5,2,2,19,192,783,1
54,1656,2160,8,3,0,19,112,1328,1
45,1805,1815,7,1,2,19,247,928,1
43,1747,1703,4,3,2,104,248,1377,1
53,1359,1342,8,3,2,102,208,519,1
9,1393,1195,6,1,2,187,193,1020,1
76,1944,1823,5,0,1,19,83,117,1
44,1134,1500,9,1,0,108,201,494,0
67,1678,1839,4,3,2,19,5,590,1
25,1453,1258,7,3,2,19,219,1074,1
4,1616,1708,4,3,0,102,117,1194,1
42,1002,1731,2,1,0,350,36,433,1
51,1443,1499,4,1,2,102,175,68,1
41,1500,1631,5,3,2,102,0,413,0
133,2188,2234,6,3,0,236,216,1039,1
47,1738,1364,4,1,2,236,245,943,0
99,1628,1560,9,1,2,19,226,1089,1
14,1492,1563,5,3,0,19,21,242,1
93,1864,1786,9,0,1,393,112,1332,1
131,1892,1861,2,2,2,361,36,433,1
51,1810,1835,4,3,2,104,99,1324,1
147,1536,1500,5,1,2,19,71,752,1
44,1335,1241,3,1,0,102,152,331,1
110,1679,1705,7,3,0,312,196,1150,1
5,1894,1539,1,1,2,19,0,1433,1
30,1414,1442,8,3,0,19,192,794,1
39,1664,1590,4,1,2,19,72,1141,1
71,1500,1451,1,1,2,315,0,1433,0
56,2226,2219,5,2,0,117,241,976,1
21,1228,1292,3,1,2,182,171,661,1
2,981,1335,2,3,0,315,239,961,1
90,1655,1668,4,3,0,19,99,1324,1
23,1559,1615,3,1,2,19,90,1370,1
76,2162,1989,4,3,0,189,93,1217,1
53,1523,1387,2,3,2,19,78,809,0
42,1548,1700,5,3,0,102,241,976,0
66,1882,1902,3,3,0,311,31,279,1
71,1110,1500,1,2,2,4,4,1003,0
22,1978,1979,6,3,0,312,72,1145,0
94,1698,1612,2,1,0,350,81,111,1
44,1336,1662,6,3,0,19,72,1137,1
82,1255,1626,3,1,0,19,91,1351,1
15,1413,1434,2,3,2,19,36,433,1
55,1833,1500,4,1,2,64,49,768,0
101,1127,1044,3,2,2,19,171,661,1
82,1096,1135,5,1,0,370,193,1035,1
61,1830,1311,8,2,2,55,196,1166,0
54,1415,1438,4,2,0,19,191,645,1
11,1301,1394,7,3,2,238,198,301,1
21,1398,1436,5,3,0,102,172,163,1
15,1560,1349,2,1,2,102,36,679,1
79,2045,1500,5,2,2,19,78,807,0
52,1500,1683,2,1,0,325,239,961,0
20,1464,1397,3,3,0,19,6,1473,1
75,1386,1397,6,1,2,241,211,1072,1
90,1577,1730,3,1,0,187,241,992,1
73,1480,1389,4,3,2,298,195,637,1
110,1128,1514,3,3,0,361,171,655,1
28,1519,1445,9,3,2,102,172,184,0
67,2291,1562,5,3,2,102,71,752,0
119,1651,1385,3,3,2,315,171,847,1
51,1732,1784,4,3,2,19,99,1324,1
19,1426,1411,9,1,2,19,204,471,1
39,1519,1556,10,1,2,19,239,94,1
15,1445,1473,8,3,2,19,199,305,1
44,1479,1056,4,1,0,19,192,784,1
55,1676,1661,5,3,2,19,201,462,1
89,1859,1734,4,3,2,213,49,768,1
29,1821,1699,9,3,2,19,358,612,1
19,1268,1158,3,1,2,19,174,67,0
54,1259,1704,3,3,0,361,152,352,0
103,1316,1151,4,2,2,19,73,19,1
73,1411,1303,3,3,2,78,152,359,1
49,1405,1417,4,1,2,19,240,967,1
57,1553,1485,4,3,2,311,192,784,1
39,1414,1651,6,3,0,19,216,1039,0
15,1809,1701,7,3,2,26,196,1150,1
64,1788,2067,5,1,0,311,73,25,1
45,1429,1148,5,3,2,361,71,752,1
76,1828,1697,3,1,0,19,241,992,1
73,1265,1500,4,3,0,102,191,210,0
90,1742,1750,8,3,0,102,217,1045,1
55,1533,1572,4,3,0,19,72,1141,1
86,2018,1527,5,0,1,19,162,360,1
128,1776,1718,2,2,0,379,71,774,0
43,1656,1571,8,3,2,28,250,1394,1
41,1884,1809,3,3,2,103,152,349,1
135,1706,1405,3,1,2,19,90,1208,1
25,1420,1517,3,3,2,236,71,746,0
36,1250,1235,4,1,0,21,78,806,1
46,2120,2135,6,2,0,311,157,377,1
61,1327,1322,5,1,2,19,154,314,1
49,1377,1073,4,1,2,368,72,1141,0
88,1658,1802,8,1,0,19,274,1177,1
63,1544,1738,4,1,2,19,247,926,1
52,2279,1826,2,3,0,19,10,223,1
62,2082,1796,6,3,2,361,265,894,1
32,1319,2294,4,1,0,19,241,980,0
48,1559,1798,3,3,0,19,20,258,1
120,1265,1500,4,3,0,37,192,784,0
52,1003,1623,4,1,0,108,193,777,0
28,1173,1221,4,3,0,48,241,965,1
40,1068,1822,2,1,0,19,41,443,1
80,1821,1820,5,3,2,366,72,1142,0
22,1615,1727,3,3,0,19,152,353,1
32,1407,1430,3,3,0,19,171,650,1
47,1759,1611,8,3,2,315,196,1154,1
144,2063,2038,8,0,1,237,221,1093,1
61,1439,1454,3,1,2,187,241,992,1
73,1592,1478,1,0,1,187,36,960,1
25,1708,1540,2,3,0,102,90,1194,0
53,1887,1564,5,1,2,107,246,936,1
59,1607,1558,3,3,2,19,20,258,1
30,1768,2060,9,3,0,187,154,323,0
70,1531,1473,1,2,0,19,0,409,1
72,1017,1122,7,1,0,19,206,522,1
96,1602,1615,6,3,0,19,185,550,1
57,1567,1238,6,3,2,84,201,499,1
33,1563,1781,5,3,2,26,258,868,1
20,1750,1708,5,1,0,325,174,69,1
85,1314,860,3,3,0,28,239,977,0
10,1971,1244,7,3,2,19,253,1399,1
25,1667,1480,2,3,2,102,36,433,1
26,1600,1542,4,3,0,37,72,1143,1
19,2045,1435,3,2,2,19,152,359,0
35,1748,1537,7,3,2,28,204,466,0
30,1500,978,3,3,2,236,91,1351,0
52,1233,1500,4,3,2,113,20,254,1
46,1500,1712,6,1,0,182,21,264,0
43,1455,1272,8,1,2,311,101,1282,1
56,1605,1698,1,1,0,19,0,1433,1
77,1780,1808,5,3,2,19,258,870,1
25,1886,2001,5,3,0,108,239,979,1
85,1663,1706,6,3,0,37,213,1121,1
79,1302,1183,2,1,2,187,4,1465,1
58,2148,2185,2,3,0,19,3,62,1
29,1572,1782,7,1,2,19,196,1150,1
73,1942,1845,4,3,2,19,241,967,1
55,1858,1674,5,3,2,361,343,594,1
6,1414,983,3,0,1,298,171,650,1
28,1808,1500,6,3,2,102,206,463,0
93,2129,2088,4,3,2,355,117,1194,1
90,1221,1368,2,1,0,19,10,238,1
97,1963,1857,2,3,2,19,11,243,1
3,978,1500,2,3,0,102,72,1125,0
30,1462,1550,3,3,0,19,172,164,1
66,1545,1706,5,2,0,187,72,1142,1
110,1841,1712,3,3,0,108,90,1208,1
61,1424,1396,4,1,2,102,191,431,1
90,1474,2010,5,0,1,114,71,759,0
147,1834,1699,5,1,2,19,83,117,0
34,1642,1703,2,1,0,121,239,961,1
88,1804,1783,3,3,0,19,65,191,1
